,Unnamed: 0,Star_name,Distance,Mass,Radius
0,0.0,SDSS J000013.54+255418.6 [de],46.1,0.045820224,0.10173536999999999
1,1.0,2MASS J00040288-6410358,192,0.018137172,0.16750368999999998
2,3.0,2MASS J00242463-0158201,37.7,0.075412452,0.11201167000000001
3,5.0,2MASS J00274197+0503417,236,0.029592228,0.14797871999999998
4,7.0,2MASSW J0030300-145033,87.2,0.051547752,0.10070773999999999
5,8.0,2MASS J00332386-1521309 [de],131,0.027683052,0.14695108999999998
6,9.0,2MASS J00345157+0523050,31,0.040092696000000004,0.09659721999999998
7,10.0,2MASS 0036+1821,28.6,0.040092696000000004,0.09659721999999998
8,11.0,2MASSW J0045214+163445,57,0.021955524,0.16647606
9,12.0,WISEP J004701.06+680352.1 [fr],40,0.011455056,0.13359189999999999
10,13.0,2MASS J00501994-3322402 [de],34,0.03818352,0.09659721999999998
11,15.0,2MASS J00584253-0651239 [de],96,0.027683052,0.14695108999999998
12,17.0,2MASSI J0103320+193536,70,0.049638576000000004,0.10070773999999999
13,18.0,SDSSp J010752.33+004156.1 [de],51,0.049638576000000004,0.10070773999999999
14,19.0,2MASSI J0117474-340325 [de],163,0.01909176,0.16647606
15,20.0,2MASS J01415823-4633574 [de],130,0.01909176,0.16544843
16,21.0,SDSS J015141.69+124429.6,70,0.044865636,0.09968010999999999
17,25.0,SDSS J020742.48+000056.2 [de],111,0.044865636,0.09968010999999999
18,26.0,2MASS J02103857-3015313,101,0.014318820000000001,0.15722739
19,27.0,2MASS J02340093-6442068,155,0.01909176,0.16647606
20,28.0,2MASS J02411151-0326587 [de],152,0.025773876,0.14489582999999998
21,29.0,2MASS J02431371−2453298,35,0.031501404000000004,0.10173536999999999
22,30.0,LP 771-21,53,0.074457864,0.11098404
23,32.0,Teegarden's star,12.578,0.07636704,0.13050900999999998
24,33.0,2MASS J02535980+3206373,184,0.06204822,0.19524969999999997
25,34.0,WISE J0254+0223,24,0.06204822,0.19524969999999997
26,35.0,DEN 0255-4700,16.2,0.07636704,0.09968010999999999
27,36.0,2MASS J03185403-3421292 [de],45,0.046774812,0.09968010999999999
28,37.0,2MASS J03205965+1854233,47,0.084003744,0.11817744999999999
29,38.0,2MASS J03231002-4631237,192,0.021955524,0.17058658
30,39.0,SDSS J032553.17+042540.1,59,0.04295646,0.09762484999999999
31,40.0,2MASS J03264225-2102057 [de],80,0.017182584,0.13359189999999999
32,41.0,2MASS J03284265+2302051 [de],98,0.051547752,0.10070773999999999
33,42.0,2MASS J03341218-4953322,27.0,0.069684924,0.10687352
34,43.0,LP 944-20,20.9,0.069684924,0.14695108999999998
35,44.0,2MASP J0345432+254023,88,0.070639512,0.10790115
36,45.0,Teide 1,380,0.05250234,0.38844413999999994
37,46.0,2MASS J03510004-0052452,48,0.09736797600000001,0.13050900999999998
38,47.0,2MASS J03552337+1133437,29.8,0.01909176,0.13564716
39,49.0,2MASS J04151954−0935066,18.6,0.028637640000000002,0.09762484999999999
40,51.0,2MASS J04285096-2253227 [de],85,0.07636704,0.11201167000000001
41,52.0,2MASS J04351612-1606574,34,0.0954588,0.12948137999999998
42,53.0,2MASS J04362788-4114465,142,0.037228932,0.20244310999999998
43,54.0,2MASS J04390101-2353083 [de],29.5,0.045820224,0.09968010999999999
44,56.0,2MASS J04433764+0002040,82,0.021000936,0.18291813999999998
45,57.0,2MASS J04455387-3048204 [de],42,0.061093632,0.102763
46,58.0,2MASS J04510093-3402150 [de],69,0.00099277152,7.398935999999999
47,59.0,2MASS J05002100+0330501 [de],44,0.061093632,0.102763
48,60.0,2MASS J05012406-0010452 [de],64,0.020046348000000002,0.14181293999999997
49,61.0,2MASS J05160945-0445499 [de],73,0.044865636,0.09968010999999999
50,62.0,2MASS J0523−1403,40,0.064911984,0.10379063
51,64.0,SDSS J053951.99-005902.0,41.62,0.058229868000000004,0.10379063
52,66.0,LSR 0602+3910 [de],34.6,0.026728464,0.14489582999999998
53,67.0,2MASS J06085283-2753583,102,0.036274344,0.15517213
54,70.0,2MASS J06244595-4521548 [de],39,0.053456928,0.10173536999999999
55,71.0,2MASS J06411840-4322329 [de],65,0.063957396,0.10379063
56,72.0,DENIS-P J0652197-253450 [de],51,0.07159410000000001,0.10790115
57,74.0,2MASS J07075327-4900503,60,0.068730336,0.10584589
58,75.0,UGPS J072227.51-054031.2,13.4,0.024819288000000002,0.10070773999999999
59,76.0,2MASSI J0727182+171001 [de],29.6,0.039138108,0.09659721999999998
60,77.0,2MASS J07290002-3954043 [de],25.8,0.035319756,0.09659721999999998
61,78.0,SDSS J074201.41+205520.5 [de],49,0.041047284,0.09659721999999998
62,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
63,81.0,2MASS J07522390+1612157,60,0.00191872188,6.987883999999999
64,82.0,DENIS J081730.0-615520,16.1,0.042001872,0.09659721999999998
65,85.0,2MASS J08251968+2115521 [de],35,0.049638576000000004,0.10070773999999999
66,86.0,SDSSp J083008.12+482847.4 [de],43,0.045820224,0.10173536999999999
67,87.0,LHS 2021,55,0.084003744,0.11817744999999999
68,88.0,SDSS J083048.80+012831.1 [de],77,0.043911048,0.09865247999999999
69,89.0,2MASSI J0835425-081923 [de],23.53,0.059184456,0.102763
70,90.0,2MASSI J0847287-153237 [de],43,0.061093632,0.102763
71,91.0,2MASS J08533619-0329321,27.6,0.073503276,0.10995641
72,92.0,2MASSI J0859254-194926 [de],50,0.0477294,0.10070773999999999
73,94.0,2MASSI J0937347+293142,20.0,0.040092696000000004,0.09659721999999998
74,95.0,2MASS 0939−2448,17.4,0.030546816,0.09762484999999999
75,96.0,2MASS J09490860-1545485 [de],59,0.046774812,0.09865247999999999
76,97.0,2MASS J10073369-4555147,46,0.042001872,0.09659721999999998
77,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
78,101.0,2MASS J10224821+5825453 [de],60,0.025773876,0.14489582999999998
79,102.0,2MASSW J1036530-344138 [de],53,0.046774812,0.09968010999999999
80,103.0,2MASS J1047538+212423 [de],34.4,0.040092696000000004,0.09659721999999998
81,104.0,DEN 1048-3956,13.15,0.073503276,0.10995641
82,105.0,Luhman 16B,6.516,0.041047284,0.10481826
83,106.0,Luhman 16A,6.516,0.03818352,0.10379063
84,107.0,DENIS-P J1058.7−1548,49,0.061093632,0.102763
85,108.0,TWA 28,180,0.034365168,0.24560357
86,109.0,Cha 110913-773444,163,0.007636704,0.18497339999999998
87,111.0,SDSS J111010.01+011613.1,63,0.008591292,0.12742612
88,112.0,2MASS J11145133−2618235,18.2,0.031501404000000004,0.09865247999999999
89,113.0,TWA 26,137,0.028637640000000002,0.2260786
90,115.0,2MASS J11544223-3400390 [de],129,0.035319756,0.1541445
91,116.0,2MASSW J1155395-372735 [de],31,0.061093632,0.102763
92,119.0,2MASS J12074836-3900043,217,0.016227996,0.17572473
93,120.0,2MASSI J1217110-031113 [de],36,0.040092696000000004,0.09659721999999998
94,123.0,2M 1237+6526,45.6,0.039138108,0.09659721999999998
95,125.0,TWA 29,262,0.001909176,2.5690749999999998
96,126.0,SDSSp J125453.90-012247.4 [de],38,0.044865636,0.10070773999999999
97,127.0,Kelu-1A,61,0.060139044,0.10070773999999999
98,128.0,Kelu-1B,61,0.055366104,0.10070773999999999
99,129.0,2MASS J13204427+0409045,101,0.063957396,0.10379063
100,130.0,SDSSp J132629.82-003831.5 [de],65,0.048683988000000004,0.09968010999999999
101,131.0,SDSSp J134646.45-003150.4 [de],48,0.042001872,0.09659721999999998
102,132.0,2MASS J13595510-4034582,51,0.060139044,0.102763
103,133.0,ULAS J141623.94+134836.3,29.7,0.030546816,0.09865247999999999
104,134.0,SDSS J141659.78+500626.4 [de],149,0.056320692,0.10173536999999999
105,135.0,DENIS-P J142527.97-365023.4 [de],38,0.020046348000000002,0.13564716
106,136.0,LHS 2924,38.5,0.072548688,0.10892878
107,137.0,2MASS J14392837+1929150,47,0.068730336,0.10584589
108,138.0,LSPM J1440+1339,72,0.087822096,0.12228796999999998
109,139.0,2MASS J14482563+1031590 [de],47,0.056320692,0.10173536999999999
110,140.0,CFBDSIR 1458+10A,104,0.0105959268,0.1541445
111,141.0,CFBDSIR 1458+10B,104,0.008591292,0.13359189999999999
112,142.0,TVLM 513-46546,35.1,0.07159410000000001,0.10790115
113,143.0,2MASS 1503+2525,20.7,0.042001872,0.09659721999999998
114,144.0,CFBDS J150411+102717,71,0.042001872,0.09659721999999998
115,145.0,2MASSW J1506544+132106 [de],46,0.065866572,0.10481826
116,146.0,2MASS 1507−1627,23.9,0.057275280000000005,0.10173536999999999
117,147.0,TVLM 868-110639,53,0.075412452,0.11098404
118,149.0,2MASSW J1515008+484742 [de],34,0.054411516,0.10173536999999999
119,150.0,2MASSI J1526140+204341 [de],67,0.051547752,0.10070773999999999
120,151.0,DENIS-P J153941.96-052042.4 [de],51,0.060139044,0.102763
121,152.0,2MASS J15462718-3325111 [de],37,0.042001872,0.09659721999999998
122,153.0,2MASSW J1552591+294849 [de],68,0.028637640000000002,0.14695108999999998
123,154.0,2MASSW J1555157-095605 [de],44,0.067775748,0.10584589
124,155.0,2MASS J16150413+1340079 [de],48,0.040092696000000004,0.09659721999999998
125,156.0,SDSSp J162414.37+002915.6 [de],36,0.041047284,0.09659721999999998
126,157.0,2MASS J16262034+3925190 [de],110,0.067775748,0.10584589
127,158.0,2MASSW J1632291+190441 [de],50,0.046774812,0.09968010999999999
128,159.0,WISEPA J164715.59+563208.2,28,0.039138108,0.09659721999999998
129,160.0,LSPM J1658+7027 [de],60,0.069684924,0.10687352
130,161.0,2MASSI J1726000+153819,114,0.022910112,0.14386819999999997
131,163.0,SDSSp J175032.96+175903.9,90,0.044865636,0.09968010999999999
132,164.0,2MASS J18283572-4849046,39,0.04295646,0.09762484999999999
133,165.0,LSR J1835+3259,18.5,0.073503276,0.10995641
134,166.0,2MASSW J1841086+311727,138,0.063957396,0.10379063
135,167.0,2MASS J18432213+4040209,46,0.091640448,0.12537086
136,168.0,2MASS J20004841-7523070,105,0.0238647,0.19319443999999997
137,169.0,SDSS J204749.61-071818.3,65,0.043911048,0.09865247999999999
138,170.0,2MASSI J2057540-025230,47,0.06682116,0.10481826
139,172.0,2MASSI J2104149-103736,62,0.065866572,0.10481826
140,173.0,PSO J318.5−22,80,0.0062048220000000005,0.15722739
141,174.0,HB 2124-4228,113,0.089731272,0.12434322999999999
142,175.0,2MASS J21392676+0220226,32.1,0.043911048,0.09865247999999999
143,176.0,2MASS J21481628+4003593,26.3,0.05250234,0.10173536999999999
144,178.0,2MASSW J2206450-421721,93,0.021000936,0.13667479
145,179.0,2MASSW J2208136+292121,154,0.025773876,0.14489582999999998
146,180.0,2MASSW J2224438-015852,38,0.058229868000000004,0.10173536999999999
147,181.0,2MASS J22282889-4310262,35,0.040092696000000004,0.09659721999999998
148,182.0,2MASS J22373255+3922398,64,0.069684924,0.10687352
149,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
150,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
151,185.0,2MASS J23225299-6151275,148,0.016227996,0.16339317
152,186.0,2MASS J23515044-2537367,67,0.084003744,0.11920507999999998
153,187.0,2MASSI J2356547-155310,74,0.07636704,0.11201167000000001
154,225.0,WISE 0410+1502,20,0.005727528,0.12023270999999998
155,229.0,WISE 0458+6434A,35.9,0.014318820000000001,0.4316046
156,230.0,WISE 0458+6434B,35.9,0.00954588,0.39049939999999994
157,284.0,WISE 1405+5534,25.3,0.028637640000000002,0.08837618
158,26.0,2MASS J02103857-3015313,101,0.014318820000000001,0.15722739
159,129.0,2MASS J13204427+0409045,101,0.063957396,0.10379063
160,67.0,2MASS J06085283-2753583,102,0.036274344,0.15517213
161,140.0,CFBDSIR 1458+10A,104,0.0105959268,0.1541445
162,141.0,CFBDSIR 1458+10B,104,0.008591292,0.13359189999999999
163,168.0,2MASS J20004841-7523070,105,0.0238647,0.19319443999999997
164,157.0,2MASS J16262034+3925190 [de],110,0.067775748,0.10584589
165,25.0,SDSS J020742.48+000056.2 [de],111,0.044865636,0.09968010999999999
166,174.0,HB 2124-4228,113,0.089731272,0.12434322999999999
167,161.0,2MASSI J1726000+153819,114,0.022910112,0.14386819999999997
168,32.0,Teegarden's star,12.578,0.07636704,0.13050900999999998
169,115.0,2MASS J11544223-3400390 [de],129,0.035319756,0.1541445
170,104.0,DEN 1048-3956,13.15,0.073503276,0.10995641
171,75.0,UGPS J072227.51-054031.2,13.4,0.024819288000000002,0.10070773999999999
172,20.0,2MASS J01415823-4633574 [de],130,0.01909176,0.16544843
173,8.0,2MASS J00332386-1521309 [de],131,0.027683052,0.14695108999999998
174,113.0,TWA 26,137,0.028637640000000002,0.2260786
175,166.0,2MASSW J1841086+311727,138,0.063957396,0.10379063
176,53.0,2MASS J04362788-4114465,142,0.037228932,0.20244310999999998
177,185.0,2MASS J23225299-6151275,148,0.016227996,0.16339317
178,134.0,SDSS J141659.78+500626.4 [de],149,0.056320692,0.10173536999999999
179,28.0,2MASS J02411151-0326587 [de],152,0.025773876,0.14489582999999998
180,179.0,2MASSW J2208136+292121,154,0.025773876,0.14489582999999998
181,27.0,2MASS J02340093-6442068,155,0.01909176,0.16647606
182,82.0,DENIS J081730.0-615520,16.1,0.042001872,0.09659721999999998
183,35.0,DEN 0255-4700,16.2,0.07636704,0.09968010999999999
184,19.0,2MASSI J0117474-340325 [de],163,0.01909176,0.16647606
185,109.0,Cha 110913-773444,163,0.007636704,0.18497339999999998
186,95.0,2MASS 0939−2448,17.4,0.030546816,0.09762484999999999
187,112.0,2MASS J11145133−2618235,18.2,0.031501404000000004,0.09865247999999999
188,165.0,LSR J1835+3259,18.5,0.073503276,0.10995641
189,49.0,2MASS J04151954−0935066,18.6,0.028637640000000002,0.09762484999999999
190,108.0,TWA 28,180,0.034365168,0.24560357
191,33.0,2MASS J02535980+3206373,184,0.06204822,0.19524969999999997
192,1.0,2MASS J00040288-6410358,192,0.018137172,0.16750368999999998
193,38.0,2MASS J03231002-4631237,192,0.021955524,0.17058658
194,225.0,WISE 0410+1502,20,0.005727528,0.12023270999999998
195,94.0,2MASSI J0937347+293142,20.0,0.040092696000000004,0.09659721999999998
196,143.0,2MASS 1503+2525,20.7,0.042001872,0.09659721999999998
197,43.0,LP 944-20,20.9,0.069684924,0.14695108999999998
198,119.0,2MASS J12074836-3900043,217,0.016227996,0.17572473
199,89.0,2MASSI J0835425-081923 [de],23.53,0.059184456,0.102763
200,146.0,2MASS 1507−1627,23.9,0.057275280000000005,0.10173536999999999
201,5.0,2MASS J00274197+0503417,236,0.029592228,0.14797871999999998
202,34.0,WISE J0254+0223,24,0.06204822,0.19524969999999997
203,284.0,WISE 1405+5534,25.3,0.028637640000000002,0.08837618
204,77.0,2MASS J07290002-3954043 [de],25.8,0.035319756,0.09659721999999998
205,176.0,2MASS J21481628+4003593,26.3,0.05250234,0.10173536999999999
206,125.0,TWA 29,262,0.001909176,2.5690749999999998
207,42.0,2MASS J03341218-4953322,27.0,0.069684924,0.10687352
208,91.0,2MASS J08533619-0329321,27.6,0.073503276,0.10995641
209,159.0,WISEPA J164715.59+563208.2,28,0.039138108,0.09659721999999998
210,10.0,2MASS 0036+1821,28.6,0.040092696000000004,0.09659721999999998
211,54.0,2MASS J04390101-2353083 [de],29.5,0.045820224,0.09968010999999999
212,76.0,2MASSI J0727182+171001 [de],29.6,0.039138108,0.09659721999999998
213,133.0,ULAS J141623.94+134836.3,29.7,0.030546816,0.09865247999999999
214,47.0,2MASS J03552337+1133437,29.8,0.01909176,0.13564716
215,9.0,2MASS J00345157+0523050,31,0.040092696000000004,0.09659721999999998
216,116.0,2MASSW J1155395-372735 [de],31,0.061093632,0.102763
217,175.0,2MASS J21392676+0220226,32.1,0.043911048,0.09865247999999999
218,13.0,2MASS J00501994-3322402 [de],34,0.03818352,0.09659721999999998
219,52.0,2MASS J04351612-1606574,34,0.0954588,0.12948137999999998
220,149.0,2MASSW J1515008+484742 [de],34,0.054411516,0.10173536999999999
221,103.0,2MASS J1047538+212423 [de],34.4,0.040092696000000004,0.09659721999999998
222,66.0,LSR 0602+3910 [de],34.6,0.026728464,0.14489582999999998
223,29.0,2MASS J02431371−2453298,35,0.031501404000000004,0.10173536999999999
224,85.0,2MASS J08251968+2115521 [de],35,0.049638576000000004,0.10070773999999999
225,181.0,2MASS J22282889-4310262,35,0.040092696000000004,0.09659721999999998
226,142.0,TVLM 513-46546,35.1,0.07159410000000001,0.10790115
227,229.0,WISE 0458+6434A,35.9,0.014318820000000001,0.4316046
228,230.0,WISE 0458+6434B,35.9,0.00954588,0.39049939999999994
229,120.0,2MASSI J1217110-031113 [de],36,0.040092696000000004,0.09659721999999998
230,156.0,SDSSp J162414.37+002915.6 [de],36,0.041047284,0.09659721999999998
231,152.0,2MASS J15462718-3325111 [de],37,0.042001872,0.09659721999999998
232,3.0,2MASS J00242463-0158201,37.7,0.075412452,0.11201167000000001
233,126.0,SDSSp J125453.90-012247.4 [de],38,0.044865636,0.10070773999999999
234,135.0,DENIS-P J142527.97-365023.4 [de],38,0.020046348000000002,0.13564716
235,180.0,2MASSW J2224438-015852,38,0.058229868000000004,0.10173536999999999
236,136.0,LHS 2924,38.5,0.072548688,0.10892878
237,45.0,Teide 1,380,0.05250234,0.38844413999999994
238,70.0,2MASS J06244595-4521548 [de],39,0.053456928,0.10173536999999999
239,164.0,2MASS J18283572-4849046,39,0.04295646,0.09762484999999999
240,12.0,WISEP J004701.06+680352.1 [fr],40,0.011455056,0.13359189999999999
241,62.0,2MASS J0523−1403,40,0.064911984,0.10379063
242,64.0,SDSS J053951.99-005902.0,41.62,0.058229868000000004,0.10379063
243,57.0,2MASS J04455387-3048204 [de],42,0.061093632,0.102763
244,86.0,SDSSp J083008.12+482847.4 [de],43,0.045820224,0.10173536999999999
245,90.0,2MASSI J0847287-153237 [de],43,0.061093632,0.102763
246,59.0,2MASS J05002100+0330501 [de],44,0.061093632,0.102763
247,154.0,2MASSW J1555157-095605 [de],44,0.067775748,0.10584589
248,36.0,2MASS J03185403-3421292 [de],45,0.046774812,0.09968010999999999
249,123.0,2M 1237+6526,45.6,0.039138108,0.09659721999999998
250,97.0,2MASS J10073369-4555147,46,0.042001872,0.09659721999999998
251,145.0,2MASSW J1506544+132106 [de],46,0.065866572,0.10481826
252,167.0,2MASS J18432213+4040209,46,0.091640448,0.12537086
253,0.0,SDSS J000013.54+255418.6 [de],46.1,0.045820224,0.10173536999999999
254,37.0,2MASS J03205965+1854233,47,0.084003744,0.11817744999999999
255,137.0,2MASS J14392837+1929150,47,0.068730336,0.10584589
256,139.0,2MASS J14482563+1031590 [de],47,0.056320692,0.10173536999999999
257,170.0,2MASSI J2057540-025230,47,0.06682116,0.10481826
258,46.0,2MASS J03510004-0052452,48,0.09736797600000001,0.13050900999999998
259,131.0,SDSSp J134646.45-003150.4 [de],48,0.042001872,0.09659721999999998
260,155.0,2MASS J16150413+1340079 [de],48,0.040092696000000004,0.09659721999999998
261,78.0,SDSS J074201.41+205520.5 [de],49,0.041047284,0.09659721999999998
262,107.0,DENIS-P J1058.7−1548,49,0.061093632,0.102763
263,92.0,2MASSI J0859254-194926 [de],50,0.0477294,0.10070773999999999
264,158.0,2MASSW J1632291+190441 [de],50,0.046774812,0.09968010999999999
265,18.0,SDSSp J010752.33+004156.1 [de],51,0.049638576000000004,0.10070773999999999
266,72.0,DENIS-P J0652197-253450 [de],51,0.07159410000000001,0.10790115
267,132.0,2MASS J13595510-4034582,51,0.060139044,0.102763
268,151.0,DENIS-P J153941.96-052042.4 [de],51,0.060139044,0.102763
269,30.0,LP 771-21,53,0.074457864,0.11098404
270,102.0,2MASSW J1036530-344138 [de],53,0.046774812,0.09968010999999999
271,147.0,TVLM 868-110639,53,0.075412452,0.11098404
272,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
273,87.0,LHS 2021,55,0.084003744,0.11817744999999999
274,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
275,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
276,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
277,11.0,2MASSW J0045214+163445,57,0.021955524,0.16647606
278,39.0,SDSS J032553.17+042540.1,59,0.04295646,0.09762484999999999
279,96.0,2MASS J09490860-1545485 [de],59,0.046774812,0.09865247999999999
280,105.0,Luhman 16B,6.516,0.041047284,0.10481826
281,106.0,Luhman 16A,6.516,0.03818352,0.10379063
282,74.0,2MASS J07075327-4900503,60,0.068730336,0.10584589
283,81.0,2MASS J07522390+1612157,60,0.00191872188,6.987883999999999
284,101.0,2MASS J10224821+5825453 [de],60,0.025773876,0.14489582999999998
285,160.0,LSPM J1658+7027 [de],60,0.069684924,0.10687352
286,127.0,Kelu-1A,61,0.060139044,0.10070773999999999
287,128.0,Kelu-1B,61,0.055366104,0.10070773999999999
288,172.0,2MASSI J2104149-103736,62,0.065866572,0.10481826
289,111.0,SDSS J111010.01+011613.1,63,0.008591292,0.12742612
290,60.0,2MASS J05012406-0010452 [de],64,0.020046348000000002,0.14181293999999997
291,182.0,2MASS J22373255+3922398,64,0.069684924,0.10687352
292,71.0,2MASS J06411840-4322329 [de],65,0.063957396,0.10379063
293,130.0,SDSSp J132629.82-003831.5 [de],65,0.048683988000000004,0.09968010999999999
294,169.0,SDSS J204749.61-071818.3,65,0.043911048,0.09865247999999999
295,150.0,2MASSI J1526140+204341 [de],67,0.051547752,0.10070773999999999
296,186.0,2MASS J23515044-2537367,67,0.084003744,0.11920507999999998
297,153.0,2MASSW J1552591+294849 [de],68,0.028637640000000002,0.14695108999999998
298,58.0,2MASS J04510093-3402150 [de],69,0.00099277152,7.398935999999999
299,17.0,2MASSI J0103320+193536,70,0.049638576000000004,0.10070773999999999
300,21.0,SDSS J015141.69+124429.6,70,0.044865636,0.09968010999999999
301,144.0,CFBDS J150411+102717,71,0.042001872,0.09659721999999998
302,138.0,LSPM J1440+1339,72,0.087822096,0.12228796999999998
303,61.0,2MASS J05160945-0445499 [de],73,0.044865636,0.09968010999999999
304,187.0,2MASSI J2356547-155310,74,0.07636704,0.11201167000000001
305,88.0,SDSS J083048.80+012831.1 [de],77,0.043911048,0.09865247999999999
306,40.0,2MASS J03264225-2102057 [de],80,0.017182584,0.13359189999999999
307,173.0,PSO J318.5−22,80,0.0062048220000000005,0.15722739
308,56.0,2MASS J04433764+0002040,82,0.021000936,0.18291813999999998
309,51.0,2MASS J04285096-2253227 [de],85,0.07636704,0.11201167000000001
310,7.0,2MASSW J0030300-145033,87.2,0.051547752,0.10070773999999999
311,44.0,2MASP J0345432+254023,88,0.070639512,0.10790115
312,163.0,SDSSp J175032.96+175903.9,90,0.044865636,0.09968010999999999
313,178.0,2MASSW J2206450-421721,93,0.021000936,0.13667479
314,15.0,2MASS J00584253-0651239 [de],96,0.027683052,0.14695108999999998
315,41.0,2MASS J03284265+2302051 [de],98,0.051547752,0.10070773999999999
316,26.0,2MASS J02103857-3015313,101,0.014318820000000001,0.15722739
317,129.0,2MASS J13204427+0409045,101,0.063957396,0.10379063
318,26.0,2MASS J02103857-3015313,101,0.014318820000000001,0.15722739
319,129.0,2MASS J13204427+0409045,101,0.063957396,0.10379063
320,67.0,2MASS J06085283-2753583,102,0.036274344,0.15517213
321,67.0,2MASS J06085283-2753583,102,0.036274344,0.15517213
322,140.0,CFBDSIR 1458+10A,104,0.0105959268,0.1541445
323,141.0,CFBDSIR 1458+10B,104,0.008591292,0.13359189999999999
324,140.0,CFBDSIR 1458+10A,104,0.0105959268,0.1541445
325,141.0,CFBDSIR 1458+10B,104,0.008591292,0.13359189999999999
326,168.0,2MASS J20004841-7523070,105,0.0238647,0.19319443999999997
327,168.0,2MASS J20004841-7523070,105,0.0238647,0.19319443999999997
328,157.0,2MASS J16262034+3925190 [de],110,0.067775748,0.10584589
329,157.0,2MASS J16262034+3925190 [de],110,0.067775748,0.10584589
330,25.0,SDSS J020742.48+000056.2 [de],111,0.044865636,0.09968010999999999
331,25.0,SDSS J020742.48+000056.2 [de],111,0.044865636,0.09968010999999999
332,174.0,HB 2124-4228,113,0.089731272,0.12434322999999999
333,174.0,HB 2124-4228,113,0.089731272,0.12434322999999999
334,161.0,2MASSI J1726000+153819,114,0.022910112,0.14386819999999997
335,161.0,2MASSI J1726000+153819,114,0.022910112,0.14386819999999997
336,32.0,Teegarden's star,12.578,0.07636704,0.13050900999999998
337,32.0,Teegarden's star,12.578,0.07636704,0.13050900999999998
338,115.0,2MASS J11544223-3400390 [de],129,0.035319756,0.1541445
339,115.0,2MASS J11544223-3400390 [de],129,0.035319756,0.1541445
340,104.0,DEN 1048-3956,13.15,0.073503276,0.10995641
341,104.0,DEN 1048-3956,13.15,0.073503276,0.10995641
342,75.0,UGPS J072227.51-054031.2,13.4,0.024819288000000002,0.10070773999999999
343,75.0,UGPS J072227.51-054031.2,13.4,0.024819288000000002,0.10070773999999999
344,20.0,2MASS J01415823-4633574 [de],130,0.01909176,0.16544843
345,20.0,2MASS J01415823-4633574 [de],130,0.01909176,0.16544843
346,8.0,2MASS J00332386-1521309 [de],131,0.027683052,0.14695108999999998
347,8.0,2MASS J00332386-1521309 [de],131,0.027683052,0.14695108999999998
348,113.0,TWA 26,137,0.028637640000000002,0.2260786
349,113.0,TWA 26,137,0.028637640000000002,0.2260786
350,166.0,2MASSW J1841086+311727,138,0.063957396,0.10379063
351,166.0,2MASSW J1841086+311727,138,0.063957396,0.10379063
352,53.0,2MASS J04362788-4114465,142,0.037228932,0.20244310999999998
353,53.0,2MASS J04362788-4114465,142,0.037228932,0.20244310999999998
354,185.0,2MASS J23225299-6151275,148,0.016227996,0.16339317
355,185.0,2MASS J23225299-6151275,148,0.016227996,0.16339317
356,134.0,SDSS J141659.78+500626.4 [de],149,0.056320692,0.10173536999999999
357,134.0,SDSS J141659.78+500626.4 [de],149,0.056320692,0.10173536999999999
358,28.0,2MASS J02411151-0326587 [de],152,0.025773876,0.14489582999999998
359,28.0,2MASS J02411151-0326587 [de],152,0.025773876,0.14489582999999998
360,179.0,2MASSW J2208136+292121,154,0.025773876,0.14489582999999998
361,179.0,2MASSW J2208136+292121,154,0.025773876,0.14489582999999998
362,27.0,2MASS J02340093-6442068,155,0.01909176,0.16647606
363,27.0,2MASS J02340093-6442068,155,0.01909176,0.16647606
364,82.0,DENIS J081730.0-615520,16.1,0.042001872,0.09659721999999998
365,82.0,DENIS J081730.0-615520,16.1,0.042001872,0.09659721999999998
366,35.0,DEN 0255-4700,16.2,0.07636704,0.09968010999999999
367,35.0,DEN 0255-4700,16.2,0.07636704,0.09968010999999999
368,19.0,2MASSI J0117474-340325 [de],163,0.01909176,0.16647606
369,109.0,Cha 110913-773444,163,0.007636704,0.18497339999999998
370,19.0,2MASSI J0117474-340325 [de],163,0.01909176,0.16647606
371,109.0,Cha 110913-773444,163,0.007636704,0.18497339999999998
372,95.0,2MASS 0939−2448,17.4,0.030546816,0.09762484999999999
373,95.0,2MASS 0939−2448,17.4,0.030546816,0.09762484999999999
374,112.0,2MASS J11145133−2618235,18.2,0.031501404000000004,0.09865247999999999
375,112.0,2MASS J11145133−2618235,18.2,0.031501404000000004,0.09865247999999999
376,165.0,LSR J1835+3259,18.5,0.073503276,0.10995641
377,165.0,LSR J1835+3259,18.5,0.073503276,0.10995641
378,49.0,2MASS J04151954−0935066,18.6,0.028637640000000002,0.09762484999999999
379,49.0,2MASS J04151954−0935066,18.6,0.028637640000000002,0.09762484999999999
380,108.0,TWA 28,180,0.034365168,0.24560357
381,108.0,TWA 28,180,0.034365168,0.24560357
382,33.0,2MASS J02535980+3206373,184,0.06204822,0.19524969999999997
