,Unnamed: 0,Star_name,Distance,Mass,Radius
4377,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4378,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4379,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4380,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4381,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4382,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4383,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4384,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4385,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4386,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4387,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4388,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4389,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4390,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4391,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4392,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4393,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4394,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4395,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4396,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4397,80.0,DENIS-P J0751164-253043 [de],55,0.067775748,0.10584589
4398,87.0,LHS 2021,55,0.084003744,0.11817744999999999
4399,98.0,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
4400,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
4401,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
4402,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
4403,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
4404,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
4405,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
4406,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
4407,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
4408,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
4409,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
4410,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
4411,184.0,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
4412,183.0,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
